OrderDate,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
06/08/2022,North,Electronics,Accessories,796.76,1,0.18,653.34
31/01/2018,West,Office Supplies,Labels,806.49,1,0.31,556.48
27/08/2018,West,Electronics,Accessories,1362.15,5,0.09,6197.78
11/10/2018,South,Office Supplies,Labels,781.47,3,0.14,2016.19
02/01/2019,West,Office Supplies,Labels,589.61,1,0.21,465.79
25/04/2021,West,Office Supplies,Labels,406.68,3,0.2,976.03
27/09/2022,East,Furniture,Chairs,391.02,5,0.31,1349.02
07/11/2021,East,Furniture,Chairs,563.25,5,0.18,2309.33
27/02/2019,West,Furniture,Bookcases,640.4,6,0.26,2843.38
16/02/2019,South,Electronics,Laptops,696.33,4,0.09,2534.64
15/10/2019,West,Furniture,Chairs,644.16,6,0.23,2976.02
20/02/2018,East,Furniture,Chairs,894.37,5,0.28,3219.73
28/08/2020,South,Furniture,Chairs,221.17,8,0.54,813.91
19/03/2020,South,Electronics,Accessories,459.36,4,0.29,1304.58
28/06/2021,West,Electronics,Accessories,682.08,4,0.15,2319.07
09/03/2019,East,Furniture,Chairs,535.03,9,0.33,3226.23
21/10/2018,East,Furniture,Chairs,648.91,8,0.06,4879.8
31/12/2018,East,Office Supplies,Labels,1335.3,3,0.14,3445.07
12/08/2022,North,Furniture,Bookcases,819.56,5,0.31,2827.48
03/03/2018,East,Office Supplies,Storage,705.48,6,0.1,3809.59
03/01/2022,East,Electronics,Phones,544.84,10,0.15,4631.14
28/10/2020,East,Electronics,Phones,967.19,3,0.09,2640.43
17/01/2022,North,Furniture,Tables,1060.51,9,0.3,6681.21
06/11/2021,North,Furniture,Bookcases,544.6,2,0.46,588.17
09/09/2018,North,Electronics,Accessories,414.7,5,0.44,1161.16
02/10/2019,North,Electronics,Accessories,344.91,3,0.37,651.88
09/07/2020,South,Office Supplies,Labels,1028.88,3,0.25,2314.98
06/09/2022,West,Furniture,Chairs,754.48,5,0.4,2263.44
05/06/2018,West,Electronics,Accessories,935.65,10,0.24,7110.94
12/07/2022,East,Electronics,Phones,241.46,5,0.02,1183.15
25/10/2018,South,Furniture,Chairs,867.65,6,0.44,2915.3
14/12/2021,West,Furniture,Bookcases,778.37,6,0.34,3082.35
05/09/2018,West,Office Supplies,Storage,1418.53,1,0.35,922.04
08/05/2018,North,Office Supplies,Labels,938.06,10,0.13,8161.12
25/04/2020,East,Office Supplies,Storage,328.55,5,0.17,1363.48
09/08/2019,South,Furniture,Bookcases,1273.89,1,0.34,840.77
08/06/2019,West,Office Supplies,Art,1112.4,2,0.14,1913.33
19/05/2020,West,Electronics,Phones,367.19,5,0.23,1413.68
28/02/2019,East,Electronics,Laptops,1250.96,3,0.39,2289.26
26/07/2022,South,Electronics,Accessories,451.81,4,0.14,1554.23
17/05/2021,East,Electronics,Phones,800.66,4,0.35,2081.72
11/02/2020,South,Furniture,Tables,573.61,8,0.34,3028.66
23/04/2020,South,Furniture,Tables,777.43,3,0.31,1609.28
28/03/2020,North,Electronics,Laptops,1294.52,7,0.07,8427.33
15/07/2018,East,Electronics,Phones,445.64,1,0.24,338.69
12/04/2022,West,Furniture,Bookcases,436.19,3,0.32,889.83
25/04/2022,West,Office Supplies,Art,600.89,1,0.31,414.61
10/08/2018,South,Office Supplies,Art,822.24,6,0.44,2762.73
26/04/2019,South,Office Supplies,Art,370.05,6,0.16,1865.05
05/04/2021,South,Furniture,Chairs,366.12,5,0.3,1281.42
02/02/2019,East,Furniture,Bookcases,724.01,2,0.41,854.33
01/03/2020,South,Electronics,Laptops,553.48,2,0.2,885.57
12/10/2019,North,Electronics,Laptops,467.82,3,0.04,1347.32
27/10/2022,East,Electronics,Laptops,766.33,1,0.16,643.72
15/08/2020,North,Furniture,Bookcases,605.38,9,0.51,2669.73
07/02/2022,North,Furniture,Chairs,711.81,1,0.27,519.62
06/08/2020,North,Furniture,Chairs,576.09,8,0.29,3272.19
04/01/2021,East,Electronics,Accessories,830.33,8,0.14,5712.67
08/12/2020,North,Office Supplies,Art,630.01,3,0.08,1738.83
20/06/2020,South,Electronics,Laptops,639.05,3,0.11,1706.26
25/11/2020,North,Furniture,Tables,510.63,10,0.22,3982.91
20/03/2021,North,Electronics,Phones,1059.13,9,0.08,8769.6
15/08/2019,South,Furniture,Chairs,427.47,3,0.17,1064.4
16/10/2018,West,Office Supplies,Storage,940.28,5,0.56,2068.62
28/10/2021,West,Electronics,Laptops,607.52,5,0.43,1731.43
19/09/2022,West,Electronics,Phones,648.39,2,0.43,739.16
22/12/2019,North,Furniture,Bookcases,658.2,8,0.26,3896.54
24/05/2019,South,Office Supplies,Labels,511.11,6,0.11,2729.33
20/06/2022,East,Electronics,Accessories,667.17,1,0.41,393.63
31/10/2018,South,Furniture,Chairs,467.62,6,0.23,2160.4
02/05/2022,North,Furniture,Tables,426.28,10,0.3,2983.96
12/01/2021,West,Furniture,Chairs,722.01,7,0.24,3841.09
06/04/2018,West,Furniture,Tables,769.41,6,0.13,4016.32
05/09/2021,West,Office Supplies,Labels,853.99,1,0.05,811.29
27/01/2018,East,Office Supplies,Labels,677.02,9,0.1,5483.86
07/11/2020,North,Furniture,Tables,545.65,1,0.52,261.91
03/05/2021,East,Furniture,Chairs,738.8,5,0.24,2807.44
04/12/2018,South,Furniture,Chairs,921.45,8,0.52,3538.37
13/06/2018,East,Electronics,Accessories,1168.44,5,0.07,5433.25
19/05/2018,North,Electronics,Laptops,842.1,4,0.17,2795.77
29/08/2018,North,Furniture,Bookcases,291.43,5,0.53,684.86
19/07/2018,West,Electronics,Laptops,661.47,5,0.11,2943.54
15/11/2019,East,Office Supplies,Art,1125.79,4,0.09,4097.88
21/05/2022,West,Electronics,Phones,635.68,5,0.21,2510.94
07/08/2022,South,Office Supplies,Labels,376.05,10,0.24,2857.98
27/09/2022,East,Office Supplies,Art,1492.02,10,0.55,6714.09
06/08/2021,South,Electronics,Phones,331.73,1,0.4,199.04
18/11/2021,East,Electronics,Laptops,906.61,4,0.18,2973.68
25/05/2021,East,Electronics,Phones,648.02,3,0.59,797.06
13/01/2021,West,Electronics,Phones,686.78,6,0.2,3296.54
20/10/2022,West,Office Supplies,Art,822.06,3,0.17,2046.93
22/12/2022,East,Office Supplies,Art,719.58,5,0.15,3058.22
08/07/2018,East,Electronics,Accessories,1096.3,1,0.23,844.15
14/08/2022,East,Office Supplies,Labels,737.46,1,0.05,700.59
06/05/2021,North,Office Supplies,Storage,506.97,3,0.4,912.55
23/08/2019,South,Electronics,Phones,614.49,8,0.19,3981.9
01/09/2018,North,Office Supplies,Labels,831.77,1,0.03,806.82
18/04/2019,East,Office Supplies,Storage,701.35,5,0.11,3121.01
29/04/2018,East,Office Supplies,Storage,473.98,6,0.13,2474.18
12/10/2020,East,Furniture,Tables,602.49,3,0.05,1717.1
25/02/2019,North,Electronics,Accessories,804.43,7,0.1,5067.91
11/01/2018,South,Electronics,Phones,622.78,7,0.48,2266.92
15/05/2021,West,Furniture,Tables,587.68,3,0.28,1269.39
20/01/2021,East,Furniture,Bookcases,807.53,7,0.24,4296.06
10/02/2021,South,Furniture,Chairs,796.41,6,0.48,2484.8
08/08/2021,North,Office Supplies,Storage,555.43,10,0.44,3110.41
22/07/2018,East,Electronics,Phones,1159.92,1,0.16,974.33
14/08/2020,East,Furniture,Bookcases,659.42,5,0.23,2538.77
05/04/2021,North,Furniture,Tables,1191.09,6,0.49,3644.74
19/07/2019,West,Furniture,Bookcases,766.29,1,0.18,628.36
26/09/2019,West,Electronics,Laptops,847.49,3,0.47,1347.51
30/08/2021,East,Furniture,Bookcases,1087.85,10,0.09,9899.43
12/04/2022,South,Furniture,Chairs,900.95,4,0.48,1873.98
28/08/2018,West,Electronics,Laptops,1104.42,2,0.18,1811.25
29/07/2020,East,Furniture,Bookcases,684.66,10,0.35,4450.29
28/10/2021,South,Furniture,Tables,484.37,1,0.26,358.43
04/10/2019,West,Electronics,Phones,721.9,8,0.07,5370.94
28/05/2019,East,Furniture,Tables,924.19,5,0.51,2264.27
28/12/2020,North,Office Supplies,Art,948.54,8,0.43,4325.34
06/01/2022,South,Furniture,Chairs,862.24,6,0.12,4552.63
28/04/2018,South,Office Supplies,Storage,1046.34,3,0.36,2008.97
09/04/2021,South,Electronics,Laptops,565.05,1,0.5,282.52
18/12/2018,South,Furniture,Tables,448.78,10,0.06,4218.53
29/11/2022,South,Office Supplies,Labels,558.76,3,0.21,1324.26
10/03/2021,South,Electronics,Laptops,458.34,8,0.3,2566.7
05/10/2021,East,Furniture,Tables,459.47,2,0.07,854.61
01/06/2018,East,Electronics,Accessories,713.1,7,0.09,4542.45
10/01/2022,North,Electronics,Laptops,721.98,7,0.56,2223.7
01/03/2021,East,Office Supplies,Art,823.57,3,0.2,1976.57
14/11/2020,West,Office Supplies,Labels,705.58,4,0.35,1834.51
22/05/2019,West,Electronics,Accessories,563.48,1,0.44,315.55
29/12/2018,South,Electronics,Laptops,471.3,2,0.05,895.47
22/11/2018,South,Electronics,Laptops,998.51,10,0.25,7488.83
22/05/2018,North,Electronics,Phones,445.07,9,0.57,1722.42
14/02/2019,South,Electronics,Accessories,281.02,2,0.19,455.25
19/09/2018,North,Electronics,Phones,877.01,1,0.46,473.59
01/01/2019,East,Furniture,Chairs,576.33,2,0.12,1014.34
27/10/2020,North,Electronics,Phones,1517.49,6,0.33,6100.31
30/07/2021,West,Furniture,Bookcases,678.05,2,0.3,949.27
03/03/2019,East,Electronics,Laptops,956.36,5,0.57,2056.17
21/02/2020,East,Office Supplies,Labels,838.12,3,0.27,1835.48
05/05/2021,North,Electronics,Accessories,775.74,3,0.38,1442.88
23/12/2021,East,Furniture,Tables,776.39,9,0.13,6079.13
28/05/2019,West,Electronics,Laptops,345.6,3,0.23,798.34
15/04/2021,East,Furniture,Tables,569.5,1,0.12,501.16
29/04/2019,West,Furniture,Bookcases,1018.45,3,0.27,2230.41
05/10/2021,West,Office Supplies,Art,776.4,7,0.32,3695.66
23/08/2020,North,Electronics,Accessories,685.99,3,0.13,1790.43
16/10/2018,West,Office Supplies,Labels,641.5,7,0.36,2873.92
16/10/2020,South,Furniture,Tables,324.66,5,0.73,438.29
11/07/2021,West,Office Supplies,Storage,621.7,3,0.64,671.44
12/02/2018,West,Electronics,Accessories,1129.34,9,0.04,9757.5
18/05/2018,South,Electronics,Phones,1185.63,10,0.26,8773.66
09/09/2022,West,Furniture,Bookcases,596.3,1,0.42,345.85
05/02/2022,South,Furniture,Tables,829.54,7,0.12,5109.97
23/04/2019,South,Furniture,Tables,1821.15,8,0.58,6119.06
12/10/2020,West,Electronics,Accessories,333.07,8,0.43,1518.8
09/11/2022,East,Furniture,Bookcases,642.55,1,0.42,372.68
26/05/2018,West,Office Supplies,Art,468.64,5,0.05,2226.04
18/10/2018,West,Furniture,Bookcases,757.32,10,0.29,5376.97
07/06/2020,East,Furniture,Tables,1128.63,3,0.1,3047.3
23/01/2018,West,Furniture,Chairs,1131.03,9,0.27,7430.87
03/12/2020,South,Furniture,Tables,311.39,3,0.15,794.04
04/09/2020,South,Electronics,Laptops,643.72,8,0.85,772.46
17/08/2022,South,Furniture,Tables,763.62,3,0.21,1809.78
03/02/2018,North,Electronics,Accessories,701.03,3,0.18,1724.53
15/09/2021,West,Electronics,Laptops,496.45,2,0.19,804.25
11/10/2022,East,Office Supplies,Labels,790.2,10,0.3,5531.4
06/12/2019,East,Office Supplies,Labels,367.4,3,0.21,870.74
24/10/2021,West,Office Supplies,Storage,944.87,4,0.29,2683.43
16/11/2020,South,Electronics,Phones,531.31,1,0.3,371.92
11/10/2018,West,Electronics,Phones,747.01,2,0.42,866.53
23/05/2018,North,Furniture,Tables,602.56,9,0.36,3470.75
25/07/2018,North,Office Supplies,Labels,1330.26,4,0.44,2979.78
09/07/2022,South,Office Supplies,Storage,481.94,8,0.15,3277.19
26/03/2022,East,Furniture,Tables,652.52,1,0.18,535.07
18/06/2022,South,Electronics,Laptops,1147.78,9,0.08,9503.62
05/08/2018,West,Office Supplies,Storage,621.62,7,0.13,3785.67
14/02/2020,West,Office Supplies,Art,509.92,7,0.23,2748.47
13/02/2022,North,Furniture,Tables,434.86,4,0.59,713.17
27/08/2019,West,Electronics,Laptops,543.83,10,0.23,4187.49
12/10/2021,North,Electronics,Phones,145.5,3,0.24,331.74
04/02/2020,South,Electronics,Phones,654.8,7,0.2,3666.88
13/10/2018,West,Furniture,Tables,683.73,1,0.13,594.85
30/03/2021,West,Electronics,Laptops,669.99,10,0.43,3818.94
27/04/2020,West,Office Supplies,Art,1009.85,1,0.2,807.88
14/07/2020,North,Furniture,Bookcases,569.03,6,0.3,2389.93
17/10/2021,East,Furniture,Tables,569.95,3,0.66,581.35
30/03/2022,South,Electronics,Laptops,562.31,1,0.19,455.47
18/11/2020,West,Office Supplies,Art,945.9,9,0.13,7406.4
20/04/2019,East,Office Supplies,Art,795.04,1,0.34,524.73
09/04/2022,North,Electronics,Phones,702.19,3,0.08,1938.04
09/04/2020,North,Office Supplies,Art,1161.66,6,0.25,5227.47
20/12/2022,East,Electronics,Laptops,832.01,4,0.25,2496.03
19/06/2019,East,Electronics,Laptops,793.49,1,0.25,595.12
18/06/2018,North,Electronics,Accessories,657.38,3,0.66,670.53
18/02/2022,South,Furniture,Bookcases,611.84,10,0.13,5323.01
22/12/2019,North,Office Supplies,Labels,1023.63,8,0.14,7042.57
20/12/2018,South,Office Supplies,Art,981.18,4,0.1,3532.25
05/12/2021,South,Electronics,Accessories,980.75,1,0.16,823.83
03/12/2020,North,Furniture,Bookcases,996.47,4,0.3,2790.12
14/09/2020,West,Furniture,Tables,1347.93,5,0.39,4111.19
08/08/2022,North,Office Supplies,Storage,394.67,2,0.13,686.73
28/08/2018,North,Furniture,Bookcases,856.39,7,0.35,3896.57
04/06/2020,North,Furniture,Tables,697.04,2,0.2,1115.26
14/11/2022,West,Furniture,Bookcases,816.48,9,0.15,6246.07
12/07/2020,South,Furniture,Tables,525.11,1,0.12,462.1
17/12/2022,North,Office Supplies,Storage,663.48,6,0.07,3702.22
19/05/2021,East,Office Supplies,Art,781.49,8,0.19,5064.06
23/12/2020,West,Office Supplies,Storage,901.32,4,0.32,2451.59
12/12/2022,North,Office Supplies,Art,467.56,2,0.21,738.74
19/12/2022,East,Furniture,Chairs,664.61,6,0.14,3429.39
01/06/2022,North,Office Supplies,Labels,515.04,8,0.3,2884.22
17/09/2018,South,Office Supplies,Art,411.99,6,0.56,1087.65
02/03/2022,West,Furniture,Tables,742.3,2,0.13,1291.6
28/11/2021,East,Furniture,Bookcases,759.13,9,0.1,6148.95
09/03/2021,South,Office Supplies,Labels,731.6,9,0.2,5267.52
15/02/2022,South,Office Supplies,Labels,1036.06,6,0.13,5408.23
03/04/2019,North,Office Supplies,Labels,411.31,8,0.63,1217.48
07/11/2018,North,Furniture,Bookcases,820.9,1,0.11,730.6
12/10/2022,South,Furniture,Bookcases,1202.47,7,0.16,7070.52
24/01/2019,South,Furniture,Chairs,567.69,3,0.25,1277.3
11/05/2022,North,Electronics,Accessories,746.04,8,0.18,4894.02
24/01/2020,West,Office Supplies,Labels,971.38,4,0.34,2564.44
13/03/2022,West,Electronics,Laptops,608.49,1,0.17,505.05
28/08/2021,West,Electronics,Laptops,996.63,9,0.44,5023.02
24/08/2022,East,Electronics,Phones,781.74,9,0.16,5909.95
06/06/2022,West,Office Supplies,Labels,503.73,5,0.7,755.6
31/03/2020,South,Office Supplies,Storage,410.55,4,0.1,1477.98
29/07/2021,East,Electronics,Phones,615.04,8,0.41,2902.99
29/12/2019,West,Electronics,Phones,560.02,3,0.25,1260.05
18/02/2019,East,Furniture,Tables,772.92,3,0.59,950.69
13/10/2018,East,Furniture,Chairs,1088.67,9,0.34,6466.7
20/09/2019,West,Furniture,Chairs,690.52,7,0.41,2851.85
18/10/2019,West,Electronics,Accessories,688.03,5,0.3,2408.1
07/08/2018,North,Office Supplies,Storage,442.03,4,0.28,1273.05
03/07/2021,West,Office Supplies,Storage,465.63,7,0.23,2509.75
14/07/2019,North,Office Supplies,Storage,819.43,5,0.34,2704.12
06/01/2021,South,Office Supplies,Art,425.86,5,0.43,1213.7
28/01/2021,West,Furniture,Bookcases,748.61,8,0.77,1377.44
10/05/2020,East,Office Supplies,Labels,659.67,4,0.32,1794.3
05/01/2018,North,Electronics,Phones,1071.64,6,0.34,4243.69
19/06/2021,West,Electronics,Accessories,694.65,7,0.48,2528.53
01/03/2021,South,Electronics,Phones,1029.49,6,0.14,5312.17
30/07/2018,North,Furniture,Tables,846.23,9,0.23,5864.37
16/10/2019,South,Office Supplies,Art,1172.25,10,0.21,9260.77
04/06/2020,East,Electronics,Accessories,710.39,1,0.29,504.38
31/07/2021,East,Electronics,Accessories,444.82,5,0.53,1045.33
11/09/2019,South,Electronics,Accessories,746.49,4,0.1,2687.36
08/01/2021,South,Electronics,Phones,822.27,4,0.28,2368.14
12/07/2019,West,Furniture,Bookcases,1014.49,9,0.15,7760.85
08/07/2020,South,Furniture,Chairs,764.77,1,0.57,328.85
09/11/2022,North,Electronics,Laptops,1101.71,2,0.09,2005.11
09/11/2019,East,Electronics,Phones,412.45,2,0.12,725.91
03/08/2020,North,Electronics,Accessories,1208.79,1,0.16,1015.38
09/09/2020,North,Electronics,Accessories,602.54,1,0.07,560.36
05/01/2020,East,Office Supplies,Art,633.43,9,0.5,2850.43
04/01/2018,East,Office Supplies,Storage,424.33,3,0.48,661.95
06/05/2020,North,Electronics,Accessories,904.6,3,0.02,2659.52
30/10/2018,East,Office Supplies,Storage,744.11,3,0.35,1451.01
12/10/2018,South,Electronics,Phones,860.57,4,0.42,1996.52
05/07/2019,West,Electronics,Laptops,666.72,2,0.51,653.39
27/06/2022,North,Electronics,Accessories,1050.6,10,0.33,7039.02
03/12/2021,North,Office Supplies,Art,448.67,7,0.14,2700.99
16/04/2021,South,Office Supplies,Labels,789.95,6,0.17,3933.95
06/09/2021,South,Office Supplies,Storage,413.79,8,0.14,2846.88
18/12/2022,East,Office Supplies,Storage,890.99,7,0.46,3367.94
19/04/2021,West,Furniture,Bookcases,568.49,5,0.22,2217.11
08/04/2020,East,Electronics,Accessories,922.76,2,0.25,1384.14
23/10/2022,North,Furniture,Chairs,1127.1,5,0.2,4508.4
03/01/2018,West,Electronics,Phones,965.33,6,0.28,4170.23
22/02/2021,East,Office Supplies,Art,862.62,10,0.2,6900.96
20/11/2019,West,Furniture,Tables,460.74,10,0.01,4561.33
01/05/2020,West,Electronics,Phones,383.7,2,0.05,729.03
05/05/2019,West,Electronics,Laptops,533,1,0.49,271.83
21/09/2018,West,Furniture,Chairs,666.88,2,0.16,1120.36
22/06/2018,North,Office Supplies,Art,630.4,1,0.14,542.14
24/06/2018,East,Office Supplies,Art,600.47,10,0.51,2942.3
29/05/2019,South,Furniture,Chairs,721.04,9,0.05,6164.89
03/03/2018,North,Office Supplies,Labels,221.22,7,0.14,1331.74
23/01/2020,North,Office Supplies,Art,1015.17,7,0.53,3339.91
11/03/2021,East,Office Supplies,Art,463.58,5,0.08,2132.47
01/01/2022,North,Office Supplies,Art,736.02,3,0.43,1258.59
07/08/2022,North,Office Supplies,Art,923.47,1,0.45,507.91
09/03/2018,North,Electronics,Accessories,917.13,7,0.24,4879.13
26/12/2020,South,Furniture,Bookcases,279.17,8,0.13,1943.02
04/06/2022,West,Office Supplies,Art,758.31,1,0.31,523.23
27/06/2022,North,Electronics,Phones,351.76,7,0.24,1871.36
15/10/2021,West,Office Supplies,Labels,750.92,2,0.55,675.83
23/07/2022,South,Office Supplies,Art,764.49,1,0.16,642.17
16/01/2019,South,Electronics,Accessories,831.99,8,0.08,6123.45
25/09/2021,East,Electronics,Accessories,451,8,0.21,2850.32
08/11/2021,North,Electronics,Accessories,1140.47,2,0.37,1436.99
09/03/2021,West,Office Supplies,Labels,353.26,9,0.36,2034.78
30/12/2018,South,Electronics,Phones,1413.47,6,0.32,5766.96
17/10/2022,East,Electronics,Accessories,337.49,5,0.21,1333.09
27/02/2018,East,Electronics,Accessories,247.26,2,0.12,435.18
05/06/2022,East,Electronics,Laptops,489.29,2,0.23,753.51
25/12/2022,West,Furniture,Bookcases,835.98,10,0.07,7774.61
24/10/2022,East,Electronics,Accessories,1110.57,5,0.41,3276.18
11/10/2019,East,Furniture,Bookcases,1014.05,3,0.17,2524.98
23/04/2021,East,Furniture,Chairs,601.39,7,0.14,3620.37
01/12/2022,East,Furniture,Bookcases,383.59,7,0.12,2362.91
09/07/2018,South,Furniture,Chairs,725.03,3,0.1,1957.58
27/01/2021,West,Furniture,Bookcases,769.6,9,0.22,5402.59
02/11/2021,North,Office Supplies,Labels,928.74,4,0.22,2897.67
21/10/2022,South,Office Supplies,Art,909.54,7,0.09,5793.77
28/10/2019,East,Furniture,Tables,350.85,4,0.17,1164.82
28/08/2021,East,Office Supplies,Labels,575.01,3,0.6,690.01
23/07/2018,West,Electronics,Accessories,439.25,7,0.24,2336.81
28/09/2021,East,Electronics,Laptops,285.32,7,0.03,1937.32
23/02/2019,North,Electronics,Phones,871.12,1,0.21,688.18
12/08/2022,South,Office Supplies,Art,996.99,2,0.73,538.37
03/05/2020,North,Furniture,Tables,587.19,4,0.15,1996.45
25/07/2022,South,Furniture,Tables,229.69,1,0.3,160.78
05/09/2019,West,Office Supplies,Storage,981.96,7,0.13,5980.14
22/07/2019,North,Electronics,Accessories,741.11,7,0.11,4617.12
21/10/2020,West,Electronics,Accessories,299.26,6,0.42,1041.42
12/06/2019,South,Electronics,Laptops,1019.46,6,0.58,2569.04
14/09/2019,West,Office Supplies,Labels,483.03,4,0.21,1526.37
28/05/2020,North,Office Supplies,Labels,689.28,1,0.27,503.17
10/11/2018,South,Electronics,Phones,816.94,1,0.3,571.86
26/04/2019,East,Electronics,Phones,639.23,10,0.27,4666.38
22/10/2018,North,Furniture,Tables,851.36,5,0.12,3745.98
20/11/2021,West,Furniture,Chairs,1498.49,6,0.07,8361.57
24/04/2022,North,Office Supplies,Storage,560.04,5,0.34,1848.13
13/12/2021,North,Electronics,Accessories,1010.34,2,0.27,1475.1
19/03/2019,South,Office Supplies,Storage,834.55,8,0.22,5207.59
31/12/2018,East,Office Supplies,Art,436.51,3,0.65,458.34
13/09/2018,West,Office Supplies,Art,535.73,3,0.07,1494.69
07/06/2022,North,Furniture,Bookcases,989.86,2,0.37,1247.22
03/07/2018,East,Furniture,Chairs,1074.57,4,0.1,3868.45
19/03/2019,East,Furniture,Chairs,889.37,3,0.07,2481.34
12/10/2020,North,Furniture,Chairs,877.75,8,0.12,6179.36
28/08/2022,West,Furniture,Chairs,1015.66,4,0.16,3412.62
28/08/2018,South,Furniture,Tables,726.53,6,0.1,3923.26
26/07/2019,North,Electronics,Phones,562.04,1,0.14,483.35
01/03/2022,North,Electronics,Phones,1270.14,2,0.42,1473.36
06/03/2020,West,Electronics,Laptops,495.7,8,0.06,3727.66
17/12/2018,East,Electronics,Accessories,348.54,1,0.38,216.09
13/08/2020,South,Office Supplies,Art,238.74,7,0.48,869.01
22/03/2018,North,Office Supplies,Storage,718.27,4,0.05,2729.43
25/05/2020,North,Furniture,Tables,1103.91,6,0.1,5961.11
05/03/2018,East,Office Supplies,Labels,325.03,1,0.3,227.52
12/07/2020,West,Office Supplies,Labels,1039.93,2,0.21,1643.09
25/02/2018,North,Furniture,Chairs,552.94,9,0.4,2985.88
16/08/2022,East,Office Supplies,Storage,565.9,9,0.27,3717.96
17/11/2022,North,Office Supplies,Storage,714.26,10,0.61,2785.61
25/11/2018,West,Office Supplies,Labels,483.5,3,0.29,1029.86
18/12/2018,South,Electronics,Laptops,572.81,8,0.27,3345.21
25/02/2019,South,Electronics,Phones,580.03,4,0.54,1067.26
02/09/2020,East,Office Supplies,Art,1323.89,8,0.21,8366.98
27/10/2020,North,Furniture,Tables,681.96,8,0.57,2345.94
01/04/2020,North,Office Supplies,Labels,630.59,2,0.27,920.66
11/08/2019,North,Furniture,Chairs,184.04,5,0.13,800.57
06/05/2020,North,Office Supplies,Art,719.13,3,0.05,2049.52
31/03/2022,South,Electronics,Accessories,491.26,2,0.24,746.72
12/03/2022,East,Office Supplies,Art,1322.75,2,0.17,2195.76
