HireDate,TerminationDate,JobTitle,Department,Salary,Gender
20/12/2021,23/11/2022,Designer,Marketing,29011.87,Female
14/09/2020,25/02/2021,Data Scientist,Data Science,99187.67,Male
27/05/2019,27/12/2020,Human Resources,Data Science,71736.17,Female
03/07/2019,28/11/2021,Data Scientist,Product,114364.62,Male
29/08/2021,08/12/2022,Human Resources,Design,77864.11,Female
02/09/2022,29/12/2022,Data Scientist,Data Science,31631.82,Male
17/04/2022,26/10/2022,Product Manager,Engineering,79333.66,Female
29/05/2022,21/09/2022,Human Resources,Engineering,58086.06,Male
15/12/2022,27/12/2022,Software Engineer,Human Resources,57289.95,Male
03/01/2021,27/07/2021,Designer,Human Resources,48548.3,Female
01/06/2020,02/12/2020,Human Resources,Sales,38365.51,Male
26/01/2019,17/11/2021,Data Scientist,Design,110668.89,Male
13/07/2022,18/12/2022,Sales Representative,Sales,40320.59,Male
24/03/2018,02/02/2020,Sales Representative,Engineering,83761.24,Male
05/06/2020,03/09/2021,Marketing Manager,Product,118108.37,Female
05/08/2020,15/02/2021,Product Manager,Design,34562.67,Female
20/11/2020,15/07/2021,Marketing Manager,Sales,70779.65,Male
02/09/2018,02/04/2019,Sales Representative,Product,46065.38,Female
19/10/2021,14/04/2022,Marketing Manager,Data Science,64684.77,Male
09/04/2021,01/09/2021,Product Manager,Sales,57508.8,Male
14/09/2019,18/12/2021,Software Engineer,Marketing,62229.46,Female
30/11/2019,17/12/2021,Sales Representative,Human Resources,59304.68,Male
17/05/2020,09/12/2022,Sales Representative,Design,124921.56,Male
06/03/2018,06/11/2020,Data Scientist,Engineering,23747.2,Male
01/10/2022,01/11/2022,Marketing Manager,Human Resources,117652.82,Male
04/10/2020,02/05/2021,Marketing Manager,Human Resources,48158.69,Female
20/08/2022,19/12/2022,Designer,Data Science,64090.49,Male
12/02/2019,09/02/2021,Designer,Marketing,81810.24,Male
17/08/2019,31/05/2022,Designer,Data Science,80627.51,Male
15/07/2021,29/10/2022,Software Engineer,Human Resources,72564.39,Female
30/08/2019,06/08/2020,Human Resources,Design,59389.66,Female
09/06/2022,14/08/2022,Data Scientist,Data Science,55997.91,Female
26/09/2022,06/10/2022,Data Scientist,Product,104107.48,Male
15/06/2022,13/11/2022,Product Manager,Engineering,69682.55,Male
06/09/2019,04/09/2020,Software Engineer,Data Science,132941.18,Male
12/10/2022,19/12/2022,Sales Representative,Sales,52821.14,Male
24/02/2022,25/10/2022,Designer,Design,36933.09,Male
25/09/2020,09/03/2021,Product Manager,Marketing,63254.77,Female
02/04/2021,11/08/2021,Sales Representative,Product,50086.04,Female
18/02/2018,27/02/2020,Marketing Manager,Product,70139.74,Male
18/09/2021,02/05/2022,Product Manager,Product,56026.31,Female
14/05/2020,19/05/2020,Product Manager,Human Resources,81830.93,Male
10/03/2022,27/09/2022,Data Scientist,Human Resources,55480.72,Male
19/10/2018,04/05/2020,Sales Representative,Data Science,34836.69,Male
30/03/2019,10/10/2020,Marketing Manager,Design,71738.53,Female
11/08/2020,25/08/2021,Human Resources,Marketing,42898.52,Male
15/03/2018,07/10/2021,Sales Representative,Marketing,111944.54,Female
02/04/2022,17/09/2022,Human Resources,Data Science,76632.44,Male
01/11/2021,25/05/2022,Sales Representative,Engineering,91676.6,Male
14/07/2019,30/09/2022,Marketing Manager,Data Science,83649.53,Male
03/10/2022,16/11/2022,Sales Representative,Marketing,70548.99,Male
18/11/2019,17/09/2020,Data Scientist,Data Science,65731.26,Female
25/01/2019,24/07/2021,Marketing Manager,Data Science,39895.7,Male
27/02/2019,09/12/2021,Data Scientist,Human Resources,89459.51,Male
22/08/2021,12/12/2021,Product Manager,Human Resources,58469.19,Male
31/07/2021,16/10/2021,Software Engineer,Marketing,79961.62,Female
15/11/2019,06/10/2021,Human Resources,Marketing,112723.52,Male
05/10/2021,28/01/2022,Data Scientist,Design,66282.8,Male
03/05/2021,12/04/2022,Marketing Manager,Data Science,80073.22,Male
26/05/2020,17/07/2021,Product Manager,Design,67962.55,Male
28/03/2018,14/10/2018,Software Engineer,Data Science,86524.07,Female
28/07/2022,05/09/2022,Sales Representative,Product,93600.8,Male
28/11/2018,09/01/2022,Human Resources,Product,74824.63,Male
03/10/2018,17/12/2022,Product Manager,Sales,34576.03,Male
11/03/2018,28/01/2021,Data Scientist,Sales,48443.39,Female
23/09/2018,19/03/2022,Sales Representative,Marketing,40215.8,Female
10/05/2018,27/04/2021,Marketing Manager,Design,71840.63,Female
17/09/2021,08/10/2021,Data Scientist,Design,70829.94,Male
16/05/2021,07/07/2022,Product Manager,Human Resources,78798.16,Female
01/07/2021,08/08/2022,Software Engineer,Human Resources,104882.44,Female
26/02/2020,02/03/2022,Designer,Human Resources,140311.45,Female
09/05/2020,08/07/2020,Human Resources,Sales,49896.89,Male
01/08/2018,04/06/2022,Sales Representative,Sales,77902.57,Male
26/03/2022,13/07/2022,Product Manager,Design,139094.09,Female
23/02/2018,03/04/2021,Sales Representative,Data Science,50769.35,Male
10/01/2018,05/05/2018,Sales Representative,Human Resources,56784.96,Male
26/02/2018,08/03/2022,Software Engineer,Data Science,65301.55,Female
17/01/2018,27/04/2020,Product Manager,Marketing,128550.49,Female
15/09/2021,18/10/2021,Sales Representative,Marketing,61590.05,Female
20/04/2020,28/11/2020,Sales Representative,Data Science,53905.54,Female
22/11/2022,25/11/2022,Sales Representative,Data Science,34009.47,Male
07/04/2018,17/12/2022,Sales Representative,Marketing,36430.96,Female
28/10/2020,22/06/2021,Product Manager,Sales,90431.68,Female
14/02/2019,07/04/2019,Sales Representative,Product,45815.72,Male
30/09/2022,27/10/2022,Software Engineer,Product,48824.06,Female
13/01/2019,23/07/2019,Data Scientist,Marketing,23100.47,Female
06/07/2020,15/03/2021,Human Resources,Data Science,57794.96,Female
13/05/2020,10/06/2022,Sales Representative,Data Science,120051.05,Female
30/11/2020,18/03/2022,Data Scientist,Engineering,72889.03,Male
18/04/2020,01/05/2020,Human Resources,Sales,69935.64,Female
17/10/2018,06/01/2021,Data Scientist,Data Science,58116.62,Female
13/11/2018,31/10/2020,Sales Representative,Marketing,95546.77,Female
13/07/2019,14/07/2022,Sales Representative,Sales,25526.1,Male
03/05/2021,01/10/2021,Marketing Manager,Design,100212.13,Male
08/03/2019,09/10/2021,Product Manager,Product,74686.7,Female
08/09/2018,03/07/2020,Designer,Marketing,67141.12,Female
09/08/2021,19/11/2021,Human Resources,Design,24106.13,Female
10/06/2019,22/01/2020,Marketing Manager,Sales,35638.89,Female
26/10/2020,09/11/2022,Human Resources,Data Science,85438.87,Male
21/07/2022,13/10/2022,Designer,Marketing,50509.57,Female
25/10/2022,10/11/2022,Product Manager,Design,70381.06,Male
01/07/2022,09/07/2022,Human Resources,Human Resources,55413.77,Male
07/08/2019,26/12/2020,Software Engineer,Data Science,87294.36,Female
28/05/2020,12/12/2022,Marketing Manager,Sales,100480.59,Male
21/11/2019,12/05/2022,Product Manager,Product,56849.5,Female
02/06/2019,02/06/2020,Designer,Marketing,55772.83,Male
15/07/2019,24/08/2020,Marketing Manager,Design,93066.86,Female
22/06/2021,11/08/2022,Human Resources,Sales,134919.14,Female
12/11/2022,06/12/2022,Software Engineer,Data Science,53965.82,Male
03/10/2022,02/11/2022,Sales Representative,Human Resources,39078.72,Female
30/12/2022,30/12/2022,Product Manager,Data Science,47686.73,Male
16/06/2018,07/07/2021,Human Resources,Engineering,28870.21,Female
23/06/2020,04/04/2021,Data Scientist,Data Science,60535.72,Male
30/04/2022,29/09/2022,Designer,Sales,119428.76,Female
10/08/2022,05/11/2022,Human Resources,Engineering,34371.38,Female
18/04/2020,10/11/2021,Human Resources,Sales,141652.75,Female
29/07/2021,21/03/2022,Designer,Design,61072.38,Male
25/04/2020,27/03/2021,Human Resources,Human Resources,103860.63,Male
17/09/2018,29/04/2021,Designer,Human Resources,57790.97,Male
17/02/2020,25/06/2021,Marketing Manager,Sales,31581.62,Male
27/10/2021,10/12/2021,Designer,Product,87779.96,Female
29/01/2022,28/06/2022,Designer,Sales,74055.06,Female
30/12/2021,06/09/2022,Designer,Data Science,37993.07,Male
27/09/2022,22/11/2022,Product Manager,Design,55121.41,Female
27/12/2020,04/06/2021,Software Engineer,Marketing,59926.46,Female
06/11/2018,21/04/2022,Software Engineer,Design,76518.62,Female
18/01/2019,04/08/2020,Product Manager,Marketing,75654.59,Female
01/01/2018,17/03/2018,Software Engineer,Design,56302.43,Female
16/08/2020,10/05/2021,Designer,Product,57042.19,Female
26/05/2021,24/07/2022,Software Engineer,Product,46820.96,Male
01/07/2019,11/01/2022,Marketing Manager,Human Resources,73964.68,Male
21/02/2021,13/08/2022,Data Scientist,Sales,40594.84,Female
11/05/2021,07/07/2021,Human Resources,Product,90685.73,Male
12/09/2020,25/07/2022,Software Engineer,Design,74294.62,Male
28/11/2019,13/02/2020,Product Manager,Product,98196.13,Female
30/10/2019,31/10/2021,Data Scientist,Design,101756.16,Female
05/03/2018,09/06/2020,Designer,Human Resources,113057.28,Male
04/06/2022,05/12/2022,Designer,Sales,63740.49,Male
13/02/2018,05/09/2020,Product Manager,Marketing,79016,Female
08/09/2018,03/03/2021,Product Manager,Data Science,32618.67,Male
07/05/2022,14/06/2022,Designer,Design,72381.68,Male
05/07/2018,15/09/2020,Designer,Sales,89952.77,Male
25/02/2019,19/10/2022,Software Engineer,Data Science,55384.9,Female
18/01/2020,25/03/2022,Software Engineer,Marketing,55423.04,Male
02/08/2020,20/10/2020,Product Manager,Design,69791.13,Female
24/07/2018,09/04/2019,Designer,Design,35300.53,Female
19/04/2019,16/06/2019,Human Resources,Engineering,71873.59,Female
09/03/2022,22/07/2022,Product Manager,Human Resources,37231.61,Male
10/03/2018,10/04/2021,Designer,Product,104628.71,Female
30/12/2022,30/12/2022,Product Manager,Data Science,79082.21,Male
03/07/2020,07/07/2021,Data Scientist,Marketing,68437.38,Female
13/12/2022,30/12/2022,Designer,Engineering,97573.83,Male
04/03/2022,24/12/2022,Sales Representative,Product,34378.52,Female
15/11/2022,04/12/2022,Marketing Manager,Marketing,93693.21,Female
03/10/2019,01/01/2021,Sales Representative,Design,72631.16,Male
24/02/2019,16/08/2022,Marketing Manager,Sales,41320.55,Male
01/10/2019,31/08/2020,Data Scientist,Design,73600.87,Female
11/02/2022,08/05/2022,Sales Representative,Design,46015.78,Female
15/03/2020,30/05/2022,Data Scientist,Human Resources,91836.22,Female
21/10/2018,21/12/2021,Sales Representative,Product,72985.62,Male
01/10/2020,12/11/2020,Human Resources,Human Resources,78913.39,Female
14/08/2020,21/05/2022,Human Resources,Engineering,80797.74,Female
26/05/2020,23/11/2020,Sales Representative,Design,72478.15,Male
30/11/2020,01/05/2021,Marketing Manager,Data Science,70777.09,Female
01/04/2022,01/05/2022,Data Scientist,Data Science,83542.73,Female
06/01/2022,31/07/2022,Data Scientist,Design,86152.26,Female
05/02/2022,10/09/2022,Human Resources,Product,61047.09,Female
30/03/2022,18/09/2022,Software Engineer,Human Resources,60645.29,Male
03/11/2019,01/06/2020,Data Scientist,Data Science,91906.92,Male
10/02/2021,22/02/2021,Marketing Manager,Engineering,54598.49,Male
25/02/2021,23/02/2022,Data Scientist,Data Science,56328.47,Male
26/09/2019,09/01/2021,Designer,Sales,50077.6,Male
28/05/2018,28/03/2019,Marketing Manager,Engineering,78848.54,Female
04/12/2019,21/02/2022,Designer,Data Science,26297.09,Male
22/12/2021,22/04/2022,Software Engineer,Sales,65125.37,Female
08/04/2019,14/07/2019,Marketing Manager,Product,81653.45,Female
15/05/2018,19/01/2021,Data Scientist,Design,27471.05,Female
05/07/2020,05/08/2022,Software Engineer,Product,75912.78,Female
17/09/2018,11/11/2018,Software Engineer,Product,100780.8,Male
03/06/2019,03/04/2020,Sales Representative,Design,62899.65,Female
23/11/2018,16/04/2019,Software Engineer,Marketing,56992.81,Male
25/06/2018,07/03/2019,Designer,Data Science,76397.78,Male
18/11/2020,07/07/2021,Designer,Design,71724.14,Female
31/12/2020,28/07/2022,Sales Representative,Data Science,82145.57,Male
24/11/2019,22/09/2022,Designer,Human Resources,97810.77,Female
27/09/2019,16/09/2021,Marketing Manager,Human Resources,128483.29,Female
16/11/2022,30/12/2022,Product Manager,Sales,60807.53,Female
03/07/2019,20/05/2020,Marketing Manager,Data Science,75326.55,Female
14/04/2018,07/02/2019,Data Scientist,Product,112953.54,Female
28/04/2020,07/11/2021,Product Manager,Data Science,108966.38,Male
06/11/2018,10/11/2020,Sales Representative,Design,70109.25,Male
05/03/2018,21/10/2022,Product Manager,Human Resources,40590.67,Male
21/08/2020,04/10/2022,Sales Representative,Engineering,66511.18,Male
08/12/2018,02/04/2020,Product Manager,Design,62557.32,Male
03/08/2019,24/01/2021,Software Engineer,Marketing,63341.44,Male
07/01/2021,10/01/2022,Human Resources,Human Resources,58246.5,Female
20/06/2021,09/12/2021,Marketing Manager,Engineering,35282.33,Female
07/09/2020,15/10/2022,Marketing Manager,Human Resources,46081.37,Female
15/01/2018,25/11/2022,Product Manager,Human Resources,48976.02,Male
11/04/2021,05/10/2021,Data Scientist,Human Resources,77250.68,Female
26/06/2019,03/05/2021,Data Scientist,Marketing,50488.73,Male
05/12/2022,20/12/2022,Product Manager,Human Resources,63430.71,Female
29/05/2021,06/07/2022,Product Manager,Data Science,94243.73,Female
05/05/2018,17/06/2021,Sales Representative,Data Science,126515.82,Male
23/03/2022,17/05/2022,Data Scientist,Data Science,93166.8,Female
04/01/2020,29/06/2021,Sales Representative,Product,98261.68,Male
26/03/2022,31/08/2022,Data Scientist,Design,68278.96,Male
11/01/2020,14/08/2021,Data Scientist,Design,64006.92,Male
26/08/2022,30/11/2022,Marketing Manager,Data Science,74909.27,Male
20/04/2022,09/09/2022,Software Engineer,Human Resources,45249.5,Male
29/03/2018,15/02/2021,Data Scientist,Design,31978.75,Male
18/07/2018,10/02/2022,Software Engineer,Sales,56395.27,Female
12/08/2018,05/10/2019,Product Manager,Design,78973.04,Male
21/05/2020,21/04/2022,Human Resources,Sales,84222.32,Female
06/10/2022,11/12/2022,Human Resources,Design,63030.25,Male
16/11/2019,17/02/2021,Data Scientist,Sales,79232.76,Female
15/04/2018,26/05/2021,Marketing Manager,Data Science,114090.21,Female
13/01/2022,13/05/2022,Product Manager,Sales,45924.93,Male
18/02/2022,04/11/2022,Software Engineer,Human Resources,71764.25,Male
01/08/2018,04/03/2021,Data Scientist,Data Science,56094.51,Female
19/11/2020,19/02/2022,Software Engineer,Sales,122226.78,Male
17/12/2018,08/08/2022,Sales Representative,Human Resources,66384.44,Female
26/08/2021,01/07/2022,Marketing Manager,Engineering,60883.95,Male
08/09/2020,08/10/2020,Sales Representative,Human Resources,49801.4,Female
28/10/2018,05/06/2022,Sales Representative,Marketing,56161.65,Male
03/11/2019,05/10/2021,Software Engineer,Marketing,40376.17,Female
14/08/2019,12/10/2022,Marketing Manager,Data Science,50458.42,Male
22/09/2020,25/10/2022,Data Scientist,Sales,68371.07,Male
17/04/2021,08/07/2022,Software Engineer,Engineering,72651.01,Female
19/11/2020,10/11/2022,Marketing Manager,Human Resources,33503.29,Female
08/02/2020,28/04/2020,Marketing Manager,Sales,47761.55,Female
26/03/2018,06/07/2022,Data Scientist,Sales,61010.14,Female
03/09/2022,10/10/2022,Designer,Product,119030.57,Male
19/12/2018,07/12/2019,Designer,Design,156273.3,Male
27/11/2018,16/02/2019,Designer,Sales,68518.06,Male
16/02/2022,22/07/2022,Marketing Manager,Marketing,69124.48,Female
09/08/2020,09/07/2022,Software Engineer,Product,70812.82,Female
15/08/2022,01/11/2022,Designer,Marketing,60616.55,Male
30/06/2022,21/12/2022,Designer,Design,44960.79,Female
28/05/2021,07/07/2022,Software Engineer,Product,47400.07,Male
22/07/2020,25/01/2022,Sales Representative,Sales,105194.57,Male
28/10/2018,11/03/2019,Sales Representative,Product,61734.35,Female
28/03/2021,09/03/2022,Product Manager,Data Science,96419.85,Male
21/03/2019,14/09/2021,Product Manager,Design,45873.68,Male
21/04/2022,16/07/2022,Marketing Manager,Human Resources,83240.24,Male
01/10/2018,18/12/2019,Data Scientist,Engineering,96526.91,Female
30/04/2018,18/12/2022,Marketing Manager,Product,85146.07,Female
28/11/2022,28/11/2022,Human Resources,Engineering,55287.55,Male
08/11/2021,28/06/2022,Designer,Design,33628,Male
15/10/2019,24/10/2022,Human Resources,Product,107776.1,Female
19/05/2020,27/06/2021,Sales Representative,Design,45229.39,Female
24/12/2018,21/07/2022,Data Scientist,Engineering,50765.47,Female
28/07/2020,06/02/2022,Product Manager,Sales,102509.92,Female
26/05/2018,19/09/2021,Marketing Manager,Data Science,42941.88,Female
05/05/2020,06/12/2020,Sales Representative,Human Resources,65963.74,Male
07/08/2020,08/11/2021,Marketing Manager,Engineering,50193,Male
12/09/2018,21/08/2019,Sales Representative,Marketing,57544.24,Female
04/08/2022,06/08/2022,Human Resources,Product,65577.79,Male
19/05/2018,26/07/2020,Marketing Manager,Design,103159.42,Female
27/09/2021,11/12/2021,Designer,Sales,75746.98,Female
05/07/2021,19/11/2022,Marketing Manager,Marketing,63185.22,Female
07/04/2018,22/01/2022,Sales Representative,Design,84843.67,Female
22/01/2019,30/09/2020,Data Scientist,Product,56401.54,Female
01/07/2022,01/10/2022,Designer,Product,114178.69,Male
07/06/2020,08/08/2022,Software Engineer,Data Science,46394.63,Female
04/05/2022,26/09/2022,Sales Representative,Design,70180.6,Male
05/06/2021,26/04/2022,Product Manager,Design,39458.49,Male
14/11/2020,12/06/2021,Software Engineer,Human Resources,85115.7,Female
27/07/2018,07/12/2021,Marketing Manager,Sales,50912.57,Male
01/10/2022,07/11/2022,Software Engineer,Marketing,85034.48,Male
14/12/2019,17/08/2022,Product Manager,Design,80030.88,Male
18/04/2022,29/11/2022,Sales Representative,Engineering,34485.93,Male
29/11/2022,03/12/2022,Product Manager,Product,101426.54,Female
26/11/2019,28/03/2022,Sales Representative,Design,130286.59,Female
05/12/2020,22/06/2022,Designer,Data Science,60191.85,Male
26/07/2018,21/11/2019,Sales Representative,Design,66487.54,Male
06/06/2022,03/11/2022,Designer,Design,68160.79,Female
27/05/2018,11/04/2022,Software Engineer,Design,38455,Male
25/03/2020,21/08/2022,Marketing Manager,Marketing,44311.73,Male
02/09/2018,25/09/2022,Designer,Marketing,77752.98,Male
27/10/2022,18/12/2022,Data Scientist,Human Resources,91350.61,Female
10/03/2021,29/04/2021,Designer,Data Science,39143.5,Female
05/07/2021,27/01/2022,Software Engineer,Sales,66328.24,Female
22/07/2019,16/08/2020,Marketing Manager,Design,44271.55,Male
07/05/2018,15/08/2021,Human Resources,Engineering,78018.16,Female
